id,ts,global_active_power_kw,global_reactive_power_kw,voltage_v,global_intensity_a,sub_metering_1_wh,sub_metering_2_wh,sub_metering_3_wh,is_anomaly,anomaly_score,scored_at,inserted_at
5,2007-05-10 10:00:00,6.1,,233.0,24.0,,,,False,,,2026-02-03 00:40:33.438359
6,2007-05-10 10:01:00,6.3,,232.0,24.3,,,,False,,,2026-02-03 00:40:33.438359
7,2007-05-10 10:02:00,5.9,,234.0,23.8,,,,False,,,2026-02-03 00:40:33.438359
8,2007-05-10 10:03:00,6.2,,233.0,24.1,,,,False,,,2026-02-03 00:40:33.438359
13,2007-05-10 10:00:00,6.1,,233.0,24.0,,,,False,,,2026-02-03 00:50:49.910335
14,2007-05-10 10:01:00,6.3,,232.0,24.3,,,,False,,,2026-02-03 00:50:49.910335
15,2007-05-10 10:02:00,5.9,,234.0,23.8,,,,False,,,2026-02-03 00:50:49.910335
16,2007-05-10 10:03:00,6.2,,233.0,24.1,,,,False,,,2026-02-03 00:50:49.910335
217,2007-05-10 11:01:00,6.32814314386,,232.96885827106678,24.066786066896256,,,,False,,,2026-02-03 01:23:01.649990
218,2007-05-10 11:02:00,6.3459388733431785,,234.69451003712567,23.832597917584348,,,,False,,,2026-02-03 01:23:01.649990
219,2007-05-10 11:03:00,6.7994329672478635,,234.83978442037997,23.483575010673352,,,,False,,,2026-02-03 01:23:01.649990
220,2007-05-10 11:04:00,6.108329725011106,,234.29211435348938,23.279775506894204,,,,False,,,2026-02-03 01:23:01.649990
221,2007-05-10 11:05:00,6.137119916907175,,232.84061947415307,23.54003014040905,,,,False,,,2026-02-03 01:23:01.649990
222,2007-05-10 11:06:00,6.702729771244737,,233.91039240870134,23.807757998007585,,,,False,,,2026-02-03 01:23:01.649990
223,2007-05-10 11:07:00,6.134609391495836,,232.10004992669124,23.408280846289568,,,,False,,,2026-02-03 01:23:01.649990
224,2007-05-10 11:08:00,6.13810034611247,,234.5588738006874,23.80534231033518,,,,False,,,2026-02-03 01:23:01.649990
225,2007-05-10 11:09:00,6.146772062003784,,233.7825200524356,23.515965952784402,,,,False,,,2026-02-03 01:23:01.649990
226,2007-05-10 11:10:00,6.634486718542073,,234.20794950502219,23.069592682121772,,,,False,,,2026-02-03 01:23:01.649990
227,2007-05-10 11:11:00,5.8165002692231464,,232.93632670780465,23.115386192762983,,,,False,,,2026-02-03 01:23:01.649990
228,2007-05-10 11:12:00,6.742034967717662,,232.9925101358652,24.126918736164352,,,,False,,,2026-02-03 01:23:01.649990
229,2007-05-10 11:13:00,6.160460319473577,,233.13208057064267,24.131668263270548,,,,False,,,2026-02-03 01:23:01.649990
230,2007-05-10 11:14:00,5.949924452776397,,234.27963260961656,23.699698079987197,,,,False,,,2026-02-03 01:23:01.649990
231,2007-05-10 11:15:00,6.080997983609739,,234.64501348286996,23.97827779800984,,,,False,,,2026-02-03 01:23:01.649990
232,2007-05-10 11:16:00,5.856308293409544,,234.38775908511258,23.182889389387377,,,,False,,,2026-02-03 01:23:01.649990
233,2007-05-10 11:17:00,6.360301028223726,,233.93224705218012,24.089459733569033,,,,False,,,2026-02-03 01:23:01.649990
234,2007-05-10 11:18:00,6.671722295432715,,234.52125534175443,23.109068505323535,,,,False,,,2026-02-03 01:23:01.649990
235,2007-05-10 11:19:00,6.237229718409352,,234.05581091335424,23.97216668221911,,,,False,,,2026-02-03 01:23:01.649990
236,2007-05-10 11:20:00,6.703555387855578,,234.76016084180446,23.877672693792064,,,,False,,,2026-02-03 01:23:01.649990
237,2007-05-10 11:21:00,6.73111824984574,,233.1677270176815,23.204560727908675,,,,False,,,2026-02-03 01:23:01.649990
238,2007-05-10 11:22:00,6.775669138930885,,234.58999341418883,23.678170509086446,,,,False,,,2026-02-03 01:23:01.649990
239,2007-05-10 11:23:00,6.017203458572637,,233.41029791172278,23.257609333063378,,,,False,,,2026-02-03 01:23:01.649990
240,2007-05-10 11:24:00,6.228879421147531,,233.9574613803577,23.33440241836645,,,,False,,,2026-02-03 01:23:01.649990
241,2007-05-10 11:25:00,6.275775979946498,,232.7670162727797,23.74256392073199,,,,False,,,2026-02-03 01:23:01.649990
242,2007-05-10 11:26:00,6.24413470239652,,232.79634806857223,23.875773737857795,,,,False,,,2026-02-03 01:23:01.649990
243,2007-05-10 11:27:00,6.965769771075873,,232.84393029396415,23.34471419932714,,,,False,,,2026-02-03 01:23:01.649990
244,2007-05-10 11:28:00,6.552779504950078,,232.88772541384282,24.109157145022724,,,,False,,,2026-02-03 01:23:01.649990
245,2007-05-10 11:29:00,6.523411290342539,,234.40180504153588,23.22958077457232,,,,False,,,2026-02-03 01:23:01.649990
246,2007-05-10 11:30:00,6.61534848062162,,233.06547128254942,23.586462768499867,,,,False,,,2026-02-03 01:23:01.649990
247,2007-05-10 11:31:00,6.619177451466527,,234.3311453083525,23.38423458044148,,,,False,,,2026-02-03 01:23:01.649990
248,2007-05-10 11:32:00,6.921201519497941,,232.31129824463477,24.104077453921697,,,,False,,,2026-02-03 01:23:01.649990
249,2007-05-10 11:33:00,6.571717879115475,,233.27597339560424,23.033243260835345,,,,False,,,2026-02-03 01:23:01.649990
250,2007-05-10 11:34:00,6.396125389784824,,233.7459590934486,23.796225963085426,,,,False,,,2026-02-03 01:23:01.649990
251,2007-05-10 11:35:00,6.2829199839695296,,234.09250949669558,23.041397237452465,,,,False,,,2026-02-03 01:23:01.649990
252,2007-05-10 11:36:00,6.5357391393150195,,232.6402570524878,23.604608202543048,,,,False,,,2026-02-03 01:23:01.649990
253,2007-05-10 11:37:00,6.295793471109097,,233.2544757633677,23.501672111528705,,,,False,,,2026-02-03 01:23:01.649990
254,2007-05-10 11:38:00,6.8060354972251735,,232.71026280345708,23.400053112274772,,,,False,,,2026-02-03 01:23:01.649990
255,2007-05-10 11:39:00,6.936318689708447,,232.31718141971012,24.132382135966715,,,,False,,,2026-02-03 01:23:01.649990
256,2007-05-10 11:40:00,6.151849937262773,,233.91644431146688,23.057008300930857,,,,False,,,2026-02-03 01:23:01.649990
257,2007-05-10 11:41:00,5.879486782306142,,232.06411315822805,23.805266802748875,,,,False,,,2026-02-03 01:23:01.649990
258,2007-05-10 11:42:00,5.838355006287726,,232.05879456814,23.95936412969968,,,,False,,,2026-02-03 01:23:01.649990
259,2007-05-10 11:43:00,6.257785188029738,,234.20181440115005,23.887885987453775,,,,False,,,2026-02-03 01:23:01.649990
260,2007-05-10 11:44:00,6.722744652243145,,232.07293227844966,23.64899870255889,,,,False,,,2026-02-03 01:23:01.649990
261,2007-05-10 11:45:00,6.6830240024555705,,233.06123283851582,24.036860743306907,,,,False,,,2026-02-03 01:23:01.649990
262,2007-05-10 11:46:00,6.2813272204933375,,232.47044978440502,23.51328152327119,,,,False,,,2026-02-03 01:23:01.649990
263,2007-05-10 11:47:00,5.94754759149331,,234.05071471392841,23.951097477655885,,,,False,,,2026-02-03 01:23:01.649990
264,2007-05-10 11:48:00,6.719612197005807,,232.9595166937149,23.56014320885036,,,,False,,,2026-02-03 01:23:01.649990
265,2007-05-10 11:49:00,6.6191859410443605,,233.60455775081104,23.77997949825656,,,,False,,,2026-02-03 01:23:01.649990
266,2007-05-10 11:50:00,6.738637792956236,,233.28463486423715,23.376389787500102,,,,False,,,2026-02-03 01:23:01.649990
267,2007-05-10 11:51:00,6.854822973550732,,233.3089931700563,24.12291633073449,,,,False,,,2026-02-03 01:23:01.649990
268,2007-05-10 11:52:00,6.978591256959593,,232.873696583843,23.95188700432796,,,,False,,,2026-02-03 01:23:01.649990
269,2007-05-10 11:53:00,5.864685013939538,,232.24036770917505,23.268062956373296,,,,False,,,2026-02-03 01:23:01.649990
270,2007-05-10 11:54:00,5.955412381312109,,233.87253655036267,23.442065181971667,,,,False,,,2026-02-03 01:23:01.649990
271,2007-05-10 11:55:00,6.006238542801013,,234.90232581411985,24.15167049911474,,,,False,,,2026-02-03 01:23:01.649990
272,2007-05-10 11:56:00,6.57143558684996,,234.11791939904745,24.161274878653455,,,,False,,,2026-02-03 01:23:01.649990
273,2007-05-10 11:57:00,6.725876777572223,,234.23679114061093,24.122225508829302,,,,False,,,2026-02-03 01:23:01.649990
274,2007-05-10 11:58:00,6.540220197206914,,234.54395011155236,23.209676970711307,,,,False,,,2026-02-03 01:23:01.649990
275,2007-05-10 11:59:00,6.643306356382033,,232.83223199266132,23.52563770220498,,,,False,,,2026-02-03 01:23:01.649990
276,2007-05-10 12:00:00,6.971380271292116,,233.82868224959478,23.779206260232577,,,,False,,,2026-02-03 01:23:01.649990
277,2007-05-10 12:01:00,6.44406468626481,,232.64240990655313,23.742283651749535,,,,False,,,2026-02-03 01:23:01.649990
278,2007-05-10 12:02:00,6.866572114312768,,233.63243987203717,23.80991373219132,,,,False,,,2026-02-03 01:23:01.649990
279,2007-05-10 12:03:00,6.228524829295479,,233.65517658633667,23.372615463641917,,,,False,,,2026-02-03 01:23:01.649990
280,2007-05-10 12:04:00,6.930022841789348,,234.55543882939344,23.187225027317474,,,,False,,,2026-02-03 01:23:01.649990
281,2007-05-10 12:05:00,6.037417580578164,,233.57787295716494,23.650470740678315,,,,False,,,2026-02-03 01:23:01.649990
282,2007-05-10 12:06:00,6.130107198428396,,232.29683770669132,23.942346708915483,,,,False,,,2026-02-03 01:23:01.649990
283,2007-05-10 12:07:00,6.32735995273948,,233.53462653161353,24.19238802562856,,,,False,,,2026-02-03 01:23:01.649990
284,2007-05-10 12:08:00,6.317090288783579,,233.6223131337271,23.678537153394064,,,,False,,,2026-02-03 01:23:01.649990
285,2007-05-10 12:09:00,6.105411693567914,,233.5859978769809,23.100877954228526,,,,False,,,2026-02-03 01:23:01.649990
286,2007-05-10 12:10:00,6.2739228341460205,,232.8015656362331,24.11134462989125,,,,False,,,2026-02-03 01:23:01.649990
287,2007-05-10 12:11:00,6.461497431851333,,232.68318526012968,23.156844550441722,,,,False,,,2026-02-03 01:23:01.649990
288,2007-05-10 12:12:00,5.956292641801326,,234.32105787210878,24.129472673776764,,,,False,,,2026-02-03 01:23:01.649990
289,2007-05-10 12:13:00,6.4792326798891455,,233.43166609942534,23.232252381038702,,,,False,,,2026-02-03 01:23:01.649990
290,2007-05-10 12:14:00,6.937068596881762,,233.6311428904177,23.806745014716423,,,,False,,,2026-02-03 01:23:01.649990
291,2007-05-10 12:15:00,6.299460038828213,,234.00374980393713,24.066001079944325,,,,False,,,2026-02-03 01:23:01.649990
292,2007-05-10 12:16:00,6.0408077064496535,,233.05038714615426,23.355463736191783,,,,False,,,2026-02-03 01:23:01.649990
293,2007-05-10 12:17:00,6.970927111820905,,232.16390639775062,23.814494055782504,,,,False,,,2026-02-03 01:23:01.649990
294,2007-05-10 12:18:00,5.877221994837301,,233.10800557491433,23.680743828767586,,,,False,,,2026-02-03 01:23:01.649990
295,2007-05-10 12:19:00,6.9403601997671265,,232.8057074536201,24.01311663108298,,,,False,,,2026-02-03 01:23:01.649990
296,2007-05-10 12:20:00,6.458301980076772,,234.78025695942608,24.041906144482727,,,,False,,,2026-02-03 01:23:01.649990
297,2007-05-10 12:21:00,5.914412915677996,,233.3707425239656,23.8227907775021,,,,False,,,2026-02-03 01:23:01.649990
298,2007-05-10 12:22:00,6.308208341401688,,233.23150331156378,23.855333459608108,,,,False,,,2026-02-03 01:23:01.649990
299,2007-05-10 12:23:00,6.474561932281116,,234.33085534211355,23.09954334717123,,,,False,,,2026-02-03 01:23:01.649990
300,2007-05-10 12:24:00,6.235825435145985,,234.97837231944592,23.556320718888212,,,,False,,,2026-02-03 01:23:01.649990
301,2007-05-10 12:25:00,6.366003181444178,,233.0176924135176,24.188577180329872,,,,False,,,2026-02-03 01:23:01.649990
302,2007-05-10 12:26:00,6.866485770974678,,233.90981265890758,23.574048917993125,,,,False,,,2026-02-03 01:23:01.649990
